Campaign ID,Campaign Name,Country,Application ID,Application name,Pricing Model,Bid,Impressions,Clicks,Installs,Completions,Spend,D1 Ad Revenue,D3 Ad Revenue,D7 Ad Revenue,D14 Ad Revenue,D30 Ad Revenue,D1 IAP Revenue,D3 IAP Revenue,D7 IAP Revenue,D14 IAP Revenue,D30 IAP Revenue,D1 ROAS,D3 ROAS,D7 ROAS,D14 ROAS,D30 ROAS,D1 Retention,D3 Retention,D7 Retention
4295025,Hempire - Android - RV - T1,FR,233935,Idle Theme Park Tycoon - Recreation Game,CPI,0.22,75443,17614,339,339,339.48,1.52,2.68,5.4,8.85,12.02,12.48,12.48,12.48,17.61,37.27,4.12,4.47,5.27,7.8,14.52,0,0,0
4295025,Hempire - Android - RV - T1,GB,142315,Bid Wars: Pawn Empire,CPI,0.52,16181,3326,295,295,378.35,12.56,24.45,55.02,78.44,114.99,95.23,153.49,274.32,397.42,726.6,28.49,47.03,87.05,125.77,222.44,0,0,0
4295025,Hempire - Android - RV - T1,DE,241303,Idle World !,CPI,1.09,22801,5756,286,286,252.8,3.45,13.66,28.19,29.67,33.38,37.45,65.28,67.41,85.89,93.67,16.18,31.22,37.82,45.71,50.26,0,0,0
4295025,Hempire - Android - RV - T1,AU,103175,Bid Wars - Storage Auctions,CPI,0.56,28657,5707,267,267,483.22,13.95,23.69,41.72,71.62,118.91,98.1,316.11,422.62,527.43,675.83,23.19,70.32,96.09,123.97,164.47,0,0,0
4295025,Hempire - Android - RV - T1,GB,175831,Love Island: The Game,CPI,0.51,119793,22181,259,259,412.34,5.36,9.54,15.59,20.37,33.99,43.11,92.13,138.31,162.74,246.64,11.76,24.66,37.32,44.41,68.06,0,0,0
4295025,Hempire - Android - RV - T1,GB,163651,Narcos: Cartel Wars,CPI,0.97,34630,4209,244,244,408.01,15.58,30.97,52.57,76.09,99.71,176.03,331.1,368.46,387.82,420.04,46.96,88.74,103.19,113.7,127.39,0,0,0
4295025,Hempire - Android - RV - T1,GB,227375,TrainStation 2,CPI,0.52,23650,3960,238,238,415.47,11.19,22.59,36.41,51.88,72.65,56.69,87.25,108.55,128.32,198.92,16.34,26.44,34.89,43.37,65.36,0,0,0
4295025,Hempire - Android - RV - T1,FR,103175,Bid Wars - Storage Auctions,CPI,0.22,26685,5931,215,215,218.41,6.27,10.25,15.32,36.91,43.07,52.97,94.15,133.87,196.98,209.7,27.12,47.8,68.31,107.09,115.73,0,0,0
4295025,Hempire - Android - RV - T1,DE,142315,Bid Wars: Pawn Empire,CPI,1.22,12638,3301,194,194,399.7,8.13,24.97,34.04,44.5,57.8,31,58.83,60.91,112.85,122.14,9.79,20.97,23.76,39.37,45.02,0,0,0
4295025,Hempire - Android - RV - T1,AU,233935,Idle Theme Park Tycoon - Recreation Game,CPI,0.56,23301,5661,188,190,214.97,3.49,6.13,11.44,17.45,22.01,48.08,76.87,104.61,114.69,114.69,23.99,38.61,53.98,61.47,63.59,0,0,0
4295025,Hempire - Android - RV - T1,GB,119895,Fish Tycoon 2 Virtual Aquarium,CPI,0.52,20822,3381,177,177,270.74,5.71,9.74,17.82,23.67,31.88,118.27,188.68,239.43,308.3,356.14,45.79,73.29,95.02,122.62,143.32,0,0,0
4295025,Hempire - Android - RV - T1,GB,233935,Idle Theme Park Tycoon - Recreation Game,CPI,0.19,36005,8480,175,175,280.88,8.66,13.03,17.85,23.34,29.21,10.93,17.64,19.47,24.46,32.55,6.98,10.92,13.29,17.02,21.99,0,0,0
4295025,Hempire - Android - RV - T1,DE,272943,Idle Fitness Gym Tycoon - Workout Simulator Game,CPI,0.15,16831,4795,174,174,203.79,11.75,15.67,19.88,27.85,31.51,22.39,22.39,26.58,36.49,36.49,16.75,18.68,22.8,31.57,33.37,0,0,0
4295025,Hempire - Android - RV - T1,GB,247745,Piggy GO - Around The World,CPI,0.82,21867,4172,164,164,287.3,5.79,9.62,17.42,24.36,30.5,75.33,89.89,98.71,102.39,102.39,28.24,34.64,40.42,44.12,46.25,0,0,0
4295025,Hempire - Android - RV - T1,CA,103175,Bid Wars - Storage Auctions,CPI,1.31,30925,4982,164,164,426.06,20.01,34.48,53.74,71.99,94.04,32,127.1,174.65,225.82,294.19,12.21,37.92,53.61,69.9,91.12,0,0,0
4295025,Hempire - Android - RV - T1,AU,241303,Idle World !,CPI,0.56,15748,3582,162,162,261.7,4.51,7.58,11.59,15.65,24.36,65.07,79.4,100.93,104.8,119.38,26.59,33.23,42.99,46.03,54.92,0,0,0
4295025,Hempire - Android - RV - T1,CA,272943,Idle Fitness Gym Tycoon - Workout Simulator Game,CPI,0.05,27410,6158,159,159,603.53,8.58,12.38,16.66,21.46,25.24,3.77,20.8,20.8,20.8,20.8,2.05,5.5,6.21,7,7.63,0,0,0
4295025,Hempire - Android - RV - T1,CA,233935,Idle Theme Park Tycoon - Recreation Game,CPI,1.07,35971,7773,155,155,387.35,6.17,14.3,24.41,36.31,51.51,8.23,17.29,53.17,113.32,186.48,3.72,8.15,20.03,38.63,61.44,0,0,0
4295025,Hempire - Android - RV - T1,NL,233935,Idle Theme Park Tycoon - Recreation Game,CPI,1.04,49410,8876,150,150,166.9,4.04,5.56,7.59,10.42,12.88,87.14,124.28,135.29,141.87,154.47,54.63,77.8,85.61,91.25,100.27,0,0,0
4295025,Hempire - Android - RV - T1,CA,233141,TLS Tunnel - Free VPN for Injection,CPI,0.01,27833,6205,141,141,142.78,0.96,2.21,5.85,7.38,7.57,0,0,0,0,0,0.67,1.55,4.09,5.17,5.3,0,0,0
4295025,Hempire - Android - RV - T1,AU,142315,Bid Wars: Pawn Empire,CPI,0.56,8399,1413,134,135,307.64,10.1,18.53,30.92,46.9,72.94,125.52,224.5,272.29,381.69,428.99,44.08,79,98.56,139.32,163.15,0,0,0
4295025,Hempire - Android - RV - T1,GB,122537,Pixel Car Racer,CPI,0.51,17321,4559,129,129,161.26,3.56,4.27,5.17,5.29,5.83,22.57,22.57,22.57,22.57,22.57,16.2,16.64,17.2,17.27,17.61,0,0,0
4295025,Hempire - Android - RV - T1,NL,272943,Idle Fitness Gym Tycoon - Workout Simulator Game,CPI,0.21,14152,3927,122,122,122.21,1.39,1.84,2.26,2.66,3.1,4.41,6.61,6.61,6.61,6.61,4.75,6.92,7.26,7.58,7.94,0,0,0
4295025,Hempire - Android - RV - T1,GB,241303,Idle World !,CPI,0.13,16289,3714,118,118,142.58,5.26,6.38,7.73,10.09,11.85,6.36,9.48,9.48,21.37,21.37,8.15,11.12,12.07,22.06,23.3,0,0,0
4295025,Hempire - Android - RV - T1,AU,227375,TrainStation 2,CPI,0.56,16188,1924,118,118,256.07,9.22,14.32,24.02,40.1,66.67,30.54,51.82,132.88,201.78,241.07,15.53,25.83,61.27,94.46,120.18,0,0,0
4295025,Hempire - Android - RV - T1,AU,122537,Pixel Car Racer,CPI,0.51,16975,3921,111,111,174.75,2.06,2.52,4.56,5.43,5.67,6.19,6.19,6.19,6.19,6.19,4.72,4.98,6.15,6.65,6.79,0,0,0
4295025,Hempire - Android - RV - T1,HU,260617,Sand Balls,CPI,0.03,25827,5878,104,104,217.56,0.49,0.7,1.28,1.92,2.36,0,2.29,2.29,2.29,5.64,0.23,1.38,1.64,1.93,3.68,0,0,0
4295025,Hempire - Android - RV - T1,GB,220327,Transit King Tycoon  – Transport Empire Builder,CPI,0.52,13404,1514,101,101,244.16,8.34,17.45,29.14,41.7,60.32,42.26,68.94,140.53,238.22,284.61,20.72,35.38,69.49,114.65,141.27,0,0,0
4295025,Hempire - Android - RV - T1,GB,217429,Criminal Minds: The Mobile Game,CPI,0.78,9108,1805,99,99,148.8,6.57,8.65,12.44,15.57,20.84,29.29,49.55,66.72,84.91,87.97,24.09,39.11,53.2,67.53,73.13,0,0,0
4295025,Hempire - Android - RV - T1,GB,233141,TLS Tunnel - Free VPN for Injection,CPI,0.01,22203,3870,92,92,105.29,0.46,1.02,1.49,1.53,2.89,0,0,0,0,0,0.44,0.97,1.41,1.46,2.75,0,0,0
4295025,Hempire - Android - RV - T1,GB,139271,Rival Stars Horse Racing,CPI,1.89,12370,2358,90,90,363.04,3.13,6.67,11.55,17.8,33.47,21.41,37.25,102.32,120.54,133.07,6.76,12.1,31.37,38.1,45.87,0,0,0
4295025,Hempire - Android - RV - T1,AU,163651,Narcos: Cartel Wars,CPI,0.51,12178,1190,81,81,200.05,4.5,8.11,20.43,40.6,70.92,264.24,287.66,341.92,961.42,1245.46,134.33,147.84,181.13,500.89,658.03,0,0,0
4295025,Hempire - Android - RV - T1,AU,194347,Heart of Vegas™ Slots - Free Casino Slot Machines,CPI,0.51,51916,4754,76,76,184.74,2.44,4.42,9.62,13.35,19.77,0,0,0,2.81,2.81,1.32,2.39,5.21,8.75,12.22,0,0,0
4295025,Hempire - Android - RV - T1,GB,154475,Drift Max Pro - Car Drifting Game,CPI,0.51,5598,1524,72,71,109.69,3.12,5.19,8.28,11.36,12.1,1.81,8.47,10.28,10.28,10.28,4.5,12.45,16.92,19.73,20.4,0,0,0
4295025,Hempire - Android - RV - T1,AU,235923,Breaking Bad: Criminal Elements,CPI,0.56,8500,960,71,71,191.12,6.41,12.77,22.73,38.5,52.3,42.44,45.92,96.58,127.25,179.37,25.56,30.71,62.43,86.72,121.22,0,0,0
4295025,Hempire - Android - RV - T1,AU,233521,Lightning Link Casino – Free Slots Games,CPI,0.51,34733,3037,71,72,146.95,2.34,4.75,7.87,13.5,25.26,1.74,34.98,34.98,69.58,81.08,2.78,27.04,29.16,56.53,72.37,0,0,0
4295025,Hempire - Android - RV - T1,GB,252953,Idle Tap Racing,CPI,0.01,4885,1788,68,68,105.7,0.27,0.44,0.5,0.56,0.59,0,0,0,0,0,0.26,0.42,0.47,0.53,0.55,0,0,0
4295025,Hempire - Android - RV - T1,AU,119895,Fish Tycoon 2 Virtual Aquarium,CPI,0.56,10622,1552,66,65,181.12,3.07,6.48,11.03,19.06,26.04,11.11,41.01,68.69,125.54,267.88,7.83,26.22,44.01,79.84,162.28,0,0,0
4295025,Hempire - Android - RV - T1,DE,263993,Idle Girls,CPI,1.53,5610,878,64,64,69.6,8.79,12.83,20.96,29.21,37.55,90.39,97.57,106.83,106.83,122.9,142.5,158.62,183.6,195.46,230.52,0,0,0
4295025,Hempire - Android - RV - T1,AU,175831,Love Island: The Game,CPI,0.51,23472,3954,63,63,128.89,1.22,1.87,3.58,4.83,6.78,2.73,8.7,17.08,26.29,26.29,3.06,8.2,16.03,24.15,25.66,0,0,0
4295025,Hempire - Android - RV - T1,AU,202347,Idle Supermarket Tycoon - Tiny Shop Game,CPI,0.28,9894,2698,63,63,100.32,0.85,1.58,3.01,5,6.45,3.48,6.28,10.48,29.35,33.55,4.31,7.83,13.45,34.24,39.88,0,0,0
4295025,Hempire - Android - RV - T1,GB,235115,Sweet House,CPI,0.82,14630,1949,63,63,93.92,3.73,6.01,8.85,12.43,18,7.43,9.29,13.02,22.8,37.28,11.88,16.29,23.29,37.51,58.87,0,0,0
4295025,Hempire - Android - RV - T1,DE,163651,Narcos: Cartel Wars,CPI,0.93,4297,733,61,61,50.13,5.57,7.97,10.66,14.28,18.99,0,0,2.08,2.08,4.17,11.11,15.89,25.41,32.63,46.2,0,0,0
4295025,Hempire - Android - RV - T1,GB,131319,Drag Racing,CPI,0.51,4842,865,58,58,69.55,1.95,3.13,3.89,5.17,6.25,0,0,0,0,0,2.8,4.5,5.6,7.43,8.99,0,0,0
4295025,Hempire - Android - RV - T1,GB,176629,Mini Golf King - Multiplayer Game,CPI,0.51,14465,2021,58,57,99.5,3.8,8.02,13.32,24.01,43.35,44.63,62.6,67.57,94.42,113.84,48.67,70.97,81.3,119.02,157.98,0,0,0
4295025,Hempire - Android - RV - T1,ES,103175,Bid Wars - Storage Auctions,CPI,0.05,11710,2012,56,56,81.06,1.1,2,3.26,4.76,6.84,0,0,0,0,0,1.36,2.47,4.02,5.87,8.44,0,0,0
4295025,Hempire - Android - RV - T1,AU,217429,Criminal Minds: The Mobile Game,CPI,0.56,5857,1036,54,54,168.03,4.16,6.05,8.45,10.8,13.69,19.71,19.71,75.16,103.36,103.36,14.21,15.33,49.76,67.94,69.66,0,0,0
4295025,Hempire - Android - RV - T1,HU,103175,Bid Wars - Storage Auctions,CPI,0.04,7203,1335,48,48,20.86,0.56,0.89,1.42,2.05,2.76,4.63,4.63,4.63,4.63,6.98,24.88,26.46,28.99,32,46.65,0,0,0
4295025,Hempire - Android - RV - T1,GB,217591,Archero,CPI,1.04,7986,1728,48,48,82.73,0.9,1.85,4,6.73,12.19,15.57,40.62,40.62,43.71,43.71,19.91,51.33,53.93,60.97,67.57,0,0,0
4295025,Hempire - Android - RV - T1,CA,270183,Idle Car,CPI,1.7,4888,1262,47,47,181.17,3.91,4.62,5.4,6.89,7.99,17.38,19.27,45.36,61.37,84.5,11.76,13.19,28.02,37.68,51.05,0,0,0
4295025,Hempire - Android - RV - T1,GB,241145,Fisherman Go,CPI,0.81,4832,1191,46,46,66.21,0.99,1.74,2.22,3.1,6.43,7.45,7.45,7.45,7.45,7.45,12.74,13.87,14.6,15.93,20.96,0,0,0
4295025,Hempire - Android - RV - T1,AU,250561,Island King - Be the Coin Master,CPI,0.66,5255,1000,45,45,78.84,1.28,1.96,4.96,8.95,10.71,50,78.6,113.12,124.85,128.96,65.03,102.18,149.78,169.71,177.15,0,0,0
4295025,Hempire - Android - RV - T1,NZ,241303,Idle World !,CPI,0.56,3080,736,44,44,45.41,0.69,1.33,1.98,2.37,4.44,0,0,0,0,11.42,1.51,2.92,4.36,5.22,34.93,0,0,0
4295025,Hempire - Android - RV - T1,CA,142315,Bid Wars: Pawn Empire,CPI,1.41,4715,783,43,43,79.93,7.89,10.71,18.85,34.41,42.66,0,1.89,4.54,25.33,27.99,9.87,15.77,29.27,74.73,88.38,0,0,0
4295025,Hempire - Android - RV - T1,ES,255707,Cool Goal!,CPI,0.02,8778,3052,43,43,64.5,0.27,0.44,0.78,0.94,1.3,0,0,2.2,2.2,2.2,0.42,0.68,4.62,4.87,5.43,0,0,0
4295025,Hempire - Android - RV - T1,DE,235923,Breaking Bad: Criminal Elements,CPI,1.09,3826,590,43,43,38.19,9.72,14.36,17.64,18.69,18.69,54.57,54.57,54.57,54.57,54.57,168.33,180.5,189.09,191.83,191.83,0,0,0
4295025,Hempire - Android - RV - T1,GB,250561,Island King - Be the Coin Master,CPI,0.81,6644,1152,40,40,48.48,3.21,5.13,7.85,8.76,8.77,0,0,9.63,9.63,9.63,6.62,10.59,36.05,37.93,37.96,0,0,0
4295025,Hempire - Android - RV - T1,HU,258357,Hammer Jump,CPI,0.03,2340,790,40,40,10.55,0.16,0.2,0.28,0.3,0.3,0,0,0,0,0,1.56,1.94,2.66,2.84,2.87,0,0,0
4295025,Hempire - Android - RV - T1,NZ,233935,Idle Theme Park Tycoon - Recreation Game,CPI,0.2,3525,802,40,40,41.28,0.32,0.89,1.16,1.83,2.5,0,0,0,0,0,0.79,2.16,2.82,4.43,6.05,0,0,0
4295025,Hempire - Android - RV - T1,AU,259509,Idle Tap Strongman,CPI,0.56,2709,990,39,39,68.32,0.7,1.16,1.39,1.49,1.7,0,0,0,0,0,1.03,1.69,2.03,2.18,2.5,0,0,0
4295025,Hempire - Android - RV - T1,GB,177785,Fit the Fat 3,CPI,1.04,3045,1262,39,39,50.29,0.2,0.66,0.93,0.96,0.96,1.89,3.78,3.78,3.78,3.78,4.16,8.84,9.38,9.43,9.43,0,0,0
4295025,Hempire - Android - RV - T1,GB,202919,Donald's Empire,CPI,0.52,1976,866,39,39,68.25,1.06,1.76,2.38,3.24,3.45,0,0,0,0,10.1,1.56,2.57,3.49,4.75,19.85,0,0,0
4295025,Hempire - Android - RV - T1,ES,163651,Narcos: Cartel Wars,CPI,0.04,4399,634,38,38,18.28,1.06,2.24,3.72,5.85,8.18,0,15.5,15.5,15.5,15.5,5.79,97.04,105.17,116.81,129.54,0,0,0
4295025,Hempire - Android - RV - T1,DE,267185,Transport It! - Idle Tycoon - Open Beta !,CPI,1.09,2209,482,38,38,44.66,2.81,4.29,5.14,5.57,5.6,2.09,2.09,2.09,2.09,2.09,10.97,14.29,16.2,17.15,17.22,0,0,0
4295025,Hempire - Android - RV - T1,AT,272943,Idle Fitness Gym Tycoon - Workout Simulator Game,CPI,0.61,2851,814,38,38,35.63,0.75,1.47,1.92,1.96,2.05,13.72,13.72,13.72,13.72,13.72,40.6,42.64,43.9,44,44.27,0,0,0
4295025,Hempire - Android - RV - T1,AU,176629,Mini Golf King - Multiplayer Game,CPI,0.51,6820,1031,37,37,72.25,3.79,8.59,16.08,23.3,39.24,6.97,36.47,38.2,44.16,44.16,14.89,62.36,75.13,93.37,115.44,0,0,0
4295025,Hempire - Android - RV - T1,FR,241303,Idle World !,CPI,0.22,4089,883,37,37,23.62,0.49,1.73,2.31,3.23,3.89,7.4,7.4,12.47,12.47,12.47,33.41,38.66,62.58,66.47,69.26,0,0,0
4295025,Hempire - Android - RV - T1,GB,244241,Coin Kings,CPI,0.81,10161,1167,36,36,57.79,1.5,2.06,2.36,2.46,2.53,0,0,0,0,0,2.59,3.56,4.08,4.25,4.37,0,0,0
4295025,Hempire - Android - RV - T1,NZ,202347,Idle Supermarket Tycoon - Tiny Shop Game,CPI,0.2,2833,838,36,36,35.19,1.09,1.44,2.82,3.7,5.72,2.09,6.95,9.23,14.17,28.64,9.04,23.86,34.25,50.8,97.65,0,0,0
4295025,Hempire - Android - RV - T1,NL,103175,Bid Wars - Storage Auctions,CPI,0.54,4144,868,35,35,30.59,1.97,2.54,4.22,7.11,10.06,0,17.7,20.48,22.67,27.07,6.43,66.19,80.75,97.38,121.39,0,0,0
4295025,Hempire - Android - RV - T1,DE,202347,Idle Supermarket Tycoon - Tiny Shop Game,CPI,0.55,11015,1866,35,35,33.68,3.24,4.68,7.76,9.71,12.35,0,2.09,6.95,6.95,6.95,9.62,20.11,43.67,49.45,57.31,0,0,0
4295025,Hempire - Android - RV - T1,FR,272943,Idle Fitness Gym Tycoon - Workout Simulator Game,CPI,0.22,4109,1109,34,34,48.52,0.9,1.62,2.36,3.88,5.68,5.07,5.07,5.07,5.07,5.07,12.29,13.78,15.31,18.44,22.16,0,0,0
4295025,Hempire - Android - RV - T1,DE,220327,Transit King Tycoon  – Transport Empire Builder,CPI,1.09,2258,374,34,34,34.06,4.63,7.08,11.8,15.92,21.94,12.67,12.67,12.67,12.67,15.43,50.8,57.99,71.85,83.95,109.72,0,0,0
4295025,Hempire - Android - RV - T1,AU,247745,Piggy GO - Around The World,CPI,1.53,4263,743,34,34,82.21,1.11,2.47,6.28,11.54,20.22,14.37,16.11,33.66,47.4,59.6,18.83,22.6,48.58,71.69,97.09,0,0,0
4295025,Hempire - Android - RV - T1,CA,235923,Breaking Bad: Criminal Elements,CPI,1.7,3558,421,34,34,62.57,4.26,6.58,12.28,18.71,28.95,1.88,3.77,28.74,28.74,76.61,9.81,16.54,65.55,75.82,168.72,0,0,0
4295025,Hempire - Android - RV - T1,GB,236097,Manor Diary,CPI,0.82,9894,1205,34,34,50.62,1.65,3.18,4.61,7.14,9.87,0,0,0,0,0,3.26,6.29,9.11,14.11,19.5,0,0,0
4295025,Hempire - Android - RV - T1,GB,214447,Idle Restaurant Tycoon - Food Empire Game,CPI,0.34,3658,1093,33,33,42.29,0.09,0.15,0.18,0.2,1.2,0,0,0,0,1.83,0.22,0.35,0.42,0.46,7.17,0,0,0
4295025,Hempire - Android - RV - T1,HU,276201,Scratch Day,CPI,0.05,4197,895,32,32,8.06,0.24,0.4,0.56,1.7,2.24,0,0,0,0,0,2.95,4.93,6.89,21.08,27.79,0,0,0
4295025,Hempire - Android - RV - T1,GB,226767,Planet Attack - Airplane Games & Deep Space Attack,CPI,1.04,3234,1043,32,32,59.39,0.68,1,2.51,4.11,6.63,0,0,0,0,0,1.15,1.69,4.23,6.92,11.16,0,0,0
4295025,Hempire - Android - RV - T1,NZ,103175,Bid Wars - Storage Auctions,CPI,0.2,1913,363,31,31,32.18,0.71,1.01,1.85,3.01,7.94,0,0,0,0,0,2.22,3.14,5.73,9.35,24.66,0,0,0
4295025,Hempire - Android - RV - T1,GB,169985,Idle Tycoon: Space Company,CPI,1.04,1726,450,31,31,44.14,0.26,0.35,0.85,1.4,1.49,1.87,1.87,1.87,1.87,1.87,4.84,5.03,6.17,7.41,7.61,0,0,0
4295025,Hempire - Android - RV - T1,DE,251647,Bud Farm: Grass Roots,CPI,1.09,2060,443,31,31,34.77,3.53,5.35,7.18,8.76,10.14,2.08,2.08,2.08,2.08,2.08,16.14,21.37,26.65,31.17,35.16,0,0,0
4295025,Hempire - Android - RV - T1,AU,223587,Idle Fishing Story,CPI,3.06,2041,367,31,31,45.52,3.19,4.73,7.89,8.91,9.87,21.03,27.29,150.05,150.05,150.05,53.21,70.35,346.96,349.21,351.32,0,0,0
4295025,Hempire - Android - RV - T1,GB,233923,Off-Road Travel: 4wd SUVs ride to hill (old),CPI,1.04,2789,579,31,31,47.59,0.9,2.23,5.11,6.31,8.15,21.59,23.48,25.37,25.37,25.37,47.26,54.03,64.05,66.56,70.43,0,0,0
4295025,Hempire - Android - RV - T1,GB,174167,Slots 2018: free casino games and slot machines!,CPI,0.51,3936,407,30,30,53.1,1.76,5.8,11.39,19.55,30.03,12.81,45.51,47.41,57.68,57.68,27.45,96.63,110.74,145.44,165.18,0,0,0
4295025,Hempire - Android - RV - T1,HU,254073,Idle Miner Tycoon,CPI,0.04,5169,701,30,30,56.82,0.17,0.21,0.26,0.42,0.51,0,0,0,0,0,0.29,0.36,0.45,0.73,0.89,0,0,0
4295025,Hempire - Android - RV - T1,GB,23901,Real Boxing – Fighting Game,CPI,0.51,2845,678,30,30,53,4.95,7.66,10.19,11.46,11.56,14.15,29.53,31.44,31.44,31.44,36.04,70.16,78.54,80.94,81.14,0,0,0
4295025,Hempire - Android - RV - T1,ES,233935,Idle Theme Park Tycoon - Recreation Game,CPI,0.07,5905,1130,30,30,37.97,0.19,0.23,0.27,0.29,0.29,0,0,0,0,0,0.49,0.6,0.72,0.76,0.77,0,0,0
4295025,Hempire - Android - RV - T1,GB,202347,Idle Supermarket Tycoon - Tiny Shop Game,CPI,0.34,7914,1947,30,30,48.27,0.83,1.23,1.66,2.14,2.96,0,0,0,0,0,1.72,2.55,3.43,4.43,6.13,0,0,0
4295025,Hempire - Android - RV - T1,AU,113801,Golf Clash,CPI,0.51,4376,647,28,28,67.48,1.04,2.28,5.78,8.99,20.04,0,0,20.15,24.7,44.4,1.54,3.38,38.41,49.92,95.49,0,0,0
4295025,Hempire - Android - RV - T1,AU,217143,Sushi Bar,CPI,1.53,3213,872,28,28,50.5,0.36,0.62,0.68,0.8,4.9,0,0,0,0,0,0.72,1.23,1.35,1.58,9.7,0,0,0
4295025,Hempire - Android - RV - T1,ES,201681,Journeys: Interactive Series,CPI,0.04,8130,1759,28,28,39.42,0.68,0.89,1.33,1.75,2.41,0,0,0,0,0,1.72,2.26,3.38,4.45,6.11,0,0,0
4295025,Hempire - Android - RV - T1,AU,252953,Idle Tap Racing,CPI,1.53,1842,627,28,28,62.93,0.34,0.37,0.37,0.37,0.37,0,0,0,0,0,0.55,0.59,0.59,0.59,0.59,0,0,0
