Site ID,Channel,Campaign Name,Country,Spend,Installs,IPM,CPI,D1 Total Revenue,D3 Total Revenue,D7 IAP Revenue,,D1 Total ROAS,D3 Total ROAS,D7 Total ROAS
226573,IronSource,nk_a16_is_01,US,5.05,6,29.85074627,0.841666667,0.25,0.5,0.72,0,0.04950495,0.099009901,0.142574257
215445,IronSource,nk_a16_is_01,US,5.05,6,12.63157895,0.841666667,0.24,0.46,0.49,0,0.047524752,0.091089109,0.097029703
266533,IronSource,nk_a16_is_01,US,5.05,6,9.244992296,0.841666667,0.38,0.88,0.99,0,0.075247525,0.174257426,0.196039604
169151,IronSource,nk_a16_is_01,US,5,6,1.348920863,0.833333333,0.82,1.05,1.06,0,0.164,0.21,0.212
121567,IronSource,nk_a16_is_01,US,5,6,9.756097561,0.833333333,0.23,0.29,0.38,0,0.046,0.058,0.076
255931,IronSource,nk_a16_is_01,US,5,6,11.42857143,0.833333333,0.67,6.15,7.85,4.886,0.134,1.23,1.57
193637,IronSource,nk_a16_is_01,US,5,6,13.18681319,0.833333333,0.34,2.22,2.29,0,0.068,0.444,0.458
236773,IronSource,nk_a16_is_01,US,4.95,6,16.57458564,0.825,0.22,0.63,0.76,0,0.044444444,0.127272727,0.153535354
165707,IronSource,nk_a16_is_01,US,4.95,6,5.272407733,0.825,0.1,0.31,0.44,0,0.02020202,0.062626263,0.088888889
243955,IronSource,nk_a16_is_01,US,4.9,6,15.2284264,0.816666667,0.28,0.46,0.46,0,0.057142857,0.093877551,0.093877551
255177,IronSource,nk_a16_is_01,US,4.9,4,12.38390093,1.225,0.29,0.64,0.88,0,0.059183673,0.130612245,0.179591837
261967,IronSource,nk_a16_is_01,US,4.7,6,18.34862385,0.783333333,0.19,0.54,0.56,0,0.040425532,0.114893617,0.119148936
133987,IronSource,nk_a16_is_01,US,4.25,5,19.01140684,0.85,0.18,0.27,0.86,0,0.042352941,0.063529412,0.202352941
281917,IronSource,nk_a16_is_01,US,4.25,4,5.194805195,1.0625,0.05,0.2,0.2,0,0.011764706,0.047058824,0.047058824
256787,IronSource,nk_a16_is_01,US,4.25,5,16.28664495,0.85,0.09,0.09,0.13,0,0.021176471,0.021176471,0.030588235
248313,IronSource,nk_a16_is_01,US,4.25,5,39.37007874,0.85,3.71,3.79,3.8,3.493,0.872941176,0.891764706,0.894117647
129355,IronSource,nk_a16_is_01,US,4.25,4,10.15228426,1.0625,0.12,0.17,0.17,0,0.028235294,0.04,0.04
280753,IronSource,nk_a16_is_01,US,4.25,5,29.58579882,0.85,4.32,4.58,4.78,4.186,1.016470588,1.077647059,1.124705882
247495,IronSource,nk_a16_is_01,US,4.25,5,8.992805755,0.85,0.42,0.46,0.46,0,0.098823529,0.108235294,0.108235294
179893,IronSource,nk_a16_is_01,US,4.25,5,42.73504274,0.85,1.24,2,2.33,0,0.291764706,0.470588235,0.548235294
131395,IronSource,nk_a16_is_01,US,4.25,5,8.210180624,0.85,0.1,0.11,0.11,0,0.023529412,0.025882353,0.025882353
245125,IronSource,nk_a16_is_01,US,4.2,5,7.72797527,0.84,0.7,1.03,1.14,0,0.166666667,0.245238095,0.271428571
258739,IronSource,nk_a16_is_01,US,4.2,5,6.954102921,0.84,0.16,3.82,3.91,3.493,0.038095238,0.90952381,0.930952381
253371,IronSource,nk_a16_is_01,US,4.2,5,25,0.84,0.37,0.64,0.65,0,0.088095238,0.152380952,0.154761905
216245,IronSource,nk_a16_is_01,US,4.2,5,40,0.84,4.7,5.29,5.48,4.186,1.119047619,1.25952381,1.304761905
263131,IronSource,nk_a16_is_01,US,4.2,5,6.053268765,0.84,0.35,0.68,1.28,0,0.083333333,0.161904762,0.304761905
257447,IronSource,nk_a16_is_01,US,4.2,5,59.52380952,0.84,0.76,0.82,0.84,0,0.180952381,0.195238095,0.2
82477,IronSource,nk_a16_is_01,US,4.15,5,6.297229219,0.83,0.38,0.78,0.79,0,0.091566265,0.187951807,0.190361446
75397,IronSource,nk_a16_is_01,US,4.15,5,19.15708812,0.83,0.66,1.76,2.02,0,0.159036145,0.424096386,0.486746988
121493,IronSource,nk_a16_is_01,US,4.15,5,14.36781609,0.83,1.58,1.86,1.99,4.886,0.380722892,0.448192771,0.479518072
165217,IronSource,nk_a16_is_01,US,4.15,5,25.90673575,0.83,0.5,2.2,2.43,0,0.120481928,0.530120482,0.585542169
222053,IronSource,nk_a16_is_01,US,4.15,5,12.75510204,0.83,3.63,3.63,3.65,3.493,0.874698795,0.874698795,0.879518072
165663,IronSource,nk_a16_is_01,US,4.1,5,4.295532646,0.82,3.95,4.97,6.75,4.186,0.963414634,1.212195122,1.646341463
249943,IronSource,nk_a16_is_01,US,4.05,5,10.16260163,0.81,0.32,0.5,1.01,0,0.079012346,0.12345679,0.249382716
184627,IronSource,nk_a16_is_01,US,4.05,5,2.405002405,0.81,0.16,0.35,0.49,0,0.039506173,0.086419753,0.120987654
182561,IronSource,nk_a16_is_01,US,4.05,5,10.52631579,0.81,0.24,4.03,4.76,3.493,0.059259259,0.995061728,1.175308642
158227,IronSource,nk_a16_is_01,US,4.05,5,11.13585746,0.81,0.9,1.19,1.31,3.493,0.222222222,0.29382716,0.32345679
164419,IronSource,nk_a16_is_01,US,4.05,5,12.98701299,0.81,0.38,0.62,0.66,0,0.09382716,0.15308642,0.162962963
245193,IronSource,nk_a16_is_01,US,4.05,5,13.22751323,0.81,5.33,5.37,5.42,4.886,1.316049383,1.325925926,1.338271605
230133,IronSource,nk_a16_is_01,US,4.05,5,66.66666667,0.81,0.08,0.43,1.45,0,0.019753086,0.10617284,0.358024691
219707,IronSource,nk_a16_is_01,US,4,5,1.672800268,0.8,0.36,0.61,0.83,0,0.09,0.1525,0.2075
219885,IronSource,nk_a16_is_01,US,3.4,4,8.474576271,0.85,0.2,0.68,1.22,0,0.058823529,0.2,0.358823529
120221,IronSource,nk_a16_is_01,US,3.4,4,14.13427562,0.85,0.07,0.2,0.25,0,0.020588235,0.058823529,0.073529412
205755,IronSource,nk_a16_is_01,US,3.4,4,16.73640167,0.85,0.24,0.3,0.53,0,0.070588235,0.088235294,0.155882353
285119,IronSource,nk_a16_is_01,US,3.4,4,26.31578947,0.85,0.39,0.68,0.74,0,0.114705882,0.2,0.217647059
223065,IronSource,nk_a16_is_01,US,3.4,4,45.45454545,0.85,0.28,0.48,0.58,0,0.082352941,0.141176471,0.170588235
263657,IronSource,nk_a16_is_01,US,3.4,4,30.53435115,0.85,0.09,0.37,0.44,0,0.026470588,0.108823529,0.129411765
135801,IronSource,nk_a16_is_01,US,3.4,4,2.570694087,0.85,0.19,0.62,0.66,0,0.055882353,0.182352941,0.194117647
277369,IronSource,nk_a16_is_01,US,3.4,4,16.12903226,0.85,0.16,0.28,0.35,0,0.047058824,0.082352941,0.102941176
271927,IronSource,nk_a16_is_01,US,3.4,4,11.42857143,0.85,0.3,0.3,0.3,0,0.088235294,0.088235294,0.088235294
266625,IronSource,nk_a16_is_01,US,3.4,4,21.50537634,0.85,0.29,0.5799,0.69,0,0.085294118,0.170558824,0.202941176
146127,IronSource,nk_a16_is_01,US,3.4,4,2.433090024,0.85,0.1,0.35,0.56,0,0.029411765,0.102941176,0.164705882
202359,IronSource,nk_a16_is_01,US,3.4,4,17.77777778,0.85,0.74,0.93,0.93,0,0.217647059,0.273529412,0.273529412
201267,IronSource,nk_a16_is_01,US,3.4,4,9.975062344,0.85,0.11,0.14,0.14,0,0.032352941,0.041176471,0.041176471
141945,IronSource,nk_a16_is_01,US,3.4,4,18.18181818,0.85,0.28,0.5,0.53,0,0.082352941,0.147058824,0.155882353
194739,IronSource,nk_a16_is_01,US,3.4,4,4.474272931,0.85,0.34,0.63,0.73,0.693,0.1,0.185294118,0.214705882
244029,IronSource,nk_a16_is_01,US,3.35,4,4.938271605,0.8375,0.09,0.12,0.12,0,0.026865672,0.035820896,0.035820896
225957,IronSource,nk_a16_is_01,US,3.35,4,44.44444444,0.8375,0.23,0.79,2.36,0.693,0.068656716,0.235820896,0.704477612
151305,IronSource,nk_a16_is_01,US,3.35,4,32.25806452,0.8375,0.28,5.01,5.19,4.879,0.08358209,1.495522388,1.549253731
258165,IronSource,nk_a16_is_01,US,3.35,4,19.51219512,0.8375,0.11,0.37,0.67,0,0.032835821,0.110447761,0.2
135179,IronSource,nk_a16_is_01,US,3.3,4,15.26717557,0.825,0.31,0.58,0.67,0,0.093939394,0.175757576,0.203030303
151345,IronSource,nk_a16_is_01,US,3.3,4,7.181328546,0.825,0.12,0.28,0.42,0,0.036363636,0.084848485,0.127272727
219003,IronSource,nk_a16_is_01,US,3.3,4,28.16901408,0.825,3.96,5.46,6.24,6.986,1.2,1.654545455,1.890909091
164361,IronSource,nk_a16_is_01,US,3.3,4,13.46801347,0.825,0.06,0.18,0.18,0,0.018181818,0.054545455,0.054545455
131411,IronSource,nk_a16_is_01,US,3.3,4,24.24242424,0.825,0.45,0.89,0.93,0,0.136363636,0.26969697,0.281818182
220973,IronSource,nk_a16_is_01,US,3.2,4,5.917159763,0.8,0.23,0.32,0.37,0,0.071875,0.1,0.115625
243931,IronSource,nk_a16_is_01,US,3.2,4,58.82352941,0.8,0.16,0.21,0.23,0,0.05,0.065625,0.071875
289167,IronSource,nk_a16_is_01,US,3.2,4,17.24137931,0.8,0.38,0.91,1.07,0,0.11875,0.284375,0.334375
112193,IronSource,nk_a16_is_01,US,3.15,4,32,0.7875,0.11,0.11,0.11,0,0.034920635,0.034920635,0.034920635
266537,IronSource,nk_a16_is_01,US,3.15,4,9.324009324,0.7875,0.57,0.58,0.64,0,0.180952381,0.184126984,0.203174603
281501,IronSource,nk_a16_is_01,US,2.55,3,9.708737864,0.85,0.1,0.36,0.47,0,0.039215686,0.141176471,0.184313725
205851,IronSource,nk_a16_is_01,US,2.55,3,53.57142857,0.85,0.22,0.28,0.36,0,0.08627451,0.109803922,0.141176471
173729,IronSource,nk_a16_is_01,US,2.55,3,20.13422819,0.85,0.16,0.28,0.35,0,0.062745098,0.109803922,0.137254902
150053,IronSource,nk_a16_is_01,US,2.55,3,9.174311927,0.85,0.07,0.07,0.1,0,0.02745098,0.02745098,0.039215686
220481,IronSource,nk_a16_is_01,US,2.55,3,6.802721088,0.85,0.25,0.84,1.16,0,0.098039216,0.329411765,0.454901961
263709,IronSource,nk_a16_is_01,US,2.55,3,3.680981595,0.85,0.09,0.29,0.36,0,0.035294118,0.11372549,0.141176471
225465,IronSource,nk_a16_is_01,US,2.55,3,20.83333333,0.85,0.14,0.46,0.7,0,0.054901961,0.180392157,0.274509804
243911,IronSource,nk_a16_is_01,US,2.55,3,27.02702703,0.85,0.1,0.1,0.1,0,0.039215686,0.039215686,0.039215686
246615,IronSource,nk_a16_is_01,US,2.55,3,16.66666667,0.85,0.14,0.14,0.17,0,0.054901961,0.054901961,0.066666667
178335,IronSource,nk_a16_is_01,US,2.55,3,45.45454545,0.85,0.16,0.37,0.38,0,0.062745098,0.145098039,0.149019608
70813,IronSource,nk_a16_is_01,US,2.55,3,2.377179081,0.85,0.1,0.15,4.63,3.493,0.039215686,0.058823529,1.815686275
268607,IronSource,nk_a16_is_01,US,2.55,3,31.57894737,0.85,0.15,0.18,0.19,0,0.058823529,0.070588235,0.074509804
276737,IronSource,nk_a16_is_01,US,2.55,3,2.321981424,0.85,3.55,3.55,3.56,3.493,1.392156863,1.392156863,1.396078431
276353,IronSource,nk_a16_is_01,US,2.55,3,3.931847969,0.85,0.15,0.43,0.7,0,0.058823529,0.168627451,0.274509804
277731,IronSource,nk_a16_is_01,US,2.55,3,14.49275362,0.85,0.33,0.67,0.94,0,0.129411765,0.262745098,0.368627451
196805,IronSource,nk_a16_is_01,US,2.55,3,14.5631068,0.85,0.07,0.31,0.38,0,0.02745098,0.121568627,0.149019608
253715,IronSource,nk_a16_is_01,US,2.55,3,6.976744186,0.85,0.1,0.1,0.1,0,0.039215686,0.039215686,0.039215686
282571,IronSource,nk_a16_is_01,US,2.55,3,14.1509434,0.85,0.29,0.59,0.59,0,0.11372549,0.231372549,0.231372549
196911,IronSource,nk_a16_is_01,US,2.55,3,5.376344086,0.85,0.16,0.25,0.27,0,0.062745098,0.098039216,0.105882353
166525,IronSource,nk_a16_is_01,US,2.55,3,36.14457831,0.85,0.06,0.14,0.14,0,0.023529412,0.054901961,0.054901961
282285,IronSource,nk_a16_is_01,US,2.5,3,34.48275862,0.833333333,0.28,0.29,0.29,0,0.112,0.116,0.116
200329,IronSource,nk_a16_is_01,US,2.5,3,29.12621359,0.833333333,0.06,0.15,0.15,0,0.024,0.06,0.06
159189,IronSource,nk_a16_is_01,US,2.5,3,15.07537688,0.833333333,0.25,0.61,1.09,0,0.1,0.244,0.436
228775,IronSource,nk_a16_is_01,US,2.5,3,41.66666667,0.833333333,0.08,0.08,0.08,0,0.032,0.032,0.032
255785,IronSource,nk_a16_is_01,US,2.5,3,5.059021922,0.833333333,0.05,0.1,0.21,0,0.02,0.04,0.084
93039,IronSource,nk_a16_is_01,US,2.5,3,12.09677419,0.833333333,0.15,0.3,0.34,0,0.06,0.12,0.136
146129,IronSource,nk_a16_is_01,US,2.5,3,3.95256917,0.833333333,0.06,0.13,0.14,0,0.024,0.052,0.056
275087,IronSource,nk_a16_is_01,US,2.5,3,8,0.833333333,1.53,1.54,1.58,1.393,0.612,0.616,0.632
242667,IronSource,nk_a16_is_01,US,2.5,3,5.535055351,0.833333333,0.05,0.05,0.05,0,0.02,0.02,0.02
255361,IronSource,nk_a16_is_01,US,2.45,3,2.857142857,0.816666667,0.08,0.08,0.08,0,0.032653061,0.032653061,0.032653061
226293,IronSource,nk_a16_is_01,US,2.45,3,4.47761194,0.816666667,0.09,0.09,0.18,0,0.036734694,0.036734694,0.073469388
223605,IronSource,nk_a16_is_01,US,2.45,3,8,0.816666667,0.23,0.63,0.88,0,0.093877551,0.257142857,0.359183673
125861,IronSource,nk_a16_is_01,US,2.45,3,18.98734177,0.816666667,0.1,0.14,0.22,0,0.040816327,0.057142857,0.089795918
223357,IronSource,nk_a16_is_01,US,2.45,3,42.25352113,0.816666667,0.21,0.42,0.45,0,0.085714286,0.171428571,0.183673469
175753,IronSource,nk_a16_is_01,US,2.45,3,44.11764706,0.816666667,0.23,0.67,0.72,0,0.093877551,0.273469388,0.293877551
247323,IronSource,nk_a16_is_01,US,2.45,3,14.35406699,0.816666667,0.19,0.56,0.76,0,0.07755102,0.228571429,0.310204082
258059,IronSource,nk_a16_is_01,US,2.45,3,16.39344262,0.816666667,0.2,0.26,0.26,0,0.081632653,0.106122449,0.106122449
175821,IronSource,nk_a16_is_01,US,2.45,3,10,0.816666667,0.23,0.24,0.26,0,0.093877551,0.097959184,0.106122449
208429,IronSource,nk_a16_is_01,US,2.4,3,4.966887417,0.8,0.1,0.16,0.18,0,0.041666667,0.066666667,0.075
171721,IronSource,nk_a16_is_01,US,2.4,3,12.29508197,0.8,0.14,0.24,0.3,0,0.058333333,0.1,0.125
204281,IronSource,nk_a16_is_01,US,2.4,3,8.130081301,0.8,0.13,0.17,0.18,0,0.054166667,0.070833333,0.075
182841,IronSource,nk_a16_is_01,US,2.4,3,78.94736842,0.8,0.07,0.08,0.13,0,0.029166667,0.033333333,0.054166667
286929,IronSource,nk_a16_is_01,US,2.4,3,13.4529148,0.8,0.11,0.18,0.18,0,0.045833333,0.075,0.075
260775,IronSource,nk_a16_is_01,US,2.35,3,9.404388715,0.783333333,0.21,0.24,0.24,0,0.089361702,0.10212766,0.10212766
249645,IronSource,nk_a16_is_01,US,2.35,3,3.584229391,0.783333333,0.31,0.45,0.46,0,0.131914894,0.191489362,0.195744681
243753,IronSource,nk_a16_is_01,US,2.35,3,13.76146789,0.783333333,0.26,0.34,0.47,0,0.110638298,0.144680851,0.2
175257,IronSource,nk_a16_is_01,US,2.35,3,4.037685061,0.783333333,0.13,0.16,0.29,0,0.055319149,0.068085106,0.123404255
268567,IronSource,nk_a16_is_01,US,2.35,3,7.194244604,0.783333333,0.13,0.3,0.43,0,0.055319149,0.127659574,0.182978723
137119,IronSource,nk_a16_is_01,US,2.35,3,25.21008403,0.783333333,0.08,0.1,0.1,0,0.034042553,0.042553191,0.042553191
164465,IronSource,nk_a16_is_01,US,2.35,3,9.316770186,0.783333333,0.83,0.83,1.03,0.693,0.353191489,0.353191489,0.438297872
204333,IronSource,nk_a16_is_01,US,2.35,3,12.44813278,0.783333333,0.18,0.5,0.53,0,0.076595745,0.212765957,0.225531915
118451,IronSource,nk_a16_is_01,US,2.35,3,5.639097744,0.783333333,0.12,0.12,0.12,0,0.05106383,0.05106383,0.05106383
256861,IronSource,nk_a16_is_01,US,2.3,3,6.741573034,0.766666667,0.21,0.23,0.27,0,0.091304348,0.1,0.117391304
194725,IronSource,nk_a16_is_01,US,1.7,2,20.83333333,0.85,0.07,0.1,0.11,0,0.041176471,0.058823529,0.064705882
129517,IronSource,nk_a16_is_01,US,1.7,2,17.39130435,0.85,3.69,4.94,5.02,4.186,2.170588235,2.905882353,2.952941176
181199,IronSource,nk_a16_is_01,US,1.7,2,10.52631579,0.85,0.04,0.04,0.04,0,0.023529412,0.023529412,0.023529412
279911,IronSource,nk_a16_is_01,US,1.7,2,4.329004329,0.85,0.26,1.31,1.36,0,0.152941176,0.770588235,0.8
271277,IronSource,nk_a16_is_01,US,1.7,2,38.46153846,0.85,0.12,0.22,0.29,0,0.070588235,0.129411765,0.170588235
160307,IronSource,nk_a16_is_01,US,1.7,2,6.644518272,0.85,0.09,0.17,0.18,0,0.052941176,0.1,0.105882353
109439,IronSource,nk_a16_is_01,US,1.7,2,5.18134715,0.85,0.03,0.03,0.03,0,0.017647059,0.017647059,0.017647059
111365,IronSource,nk_a16_is_01,US,1.7,2,30.3030303,0.85,0.18,0.18,0.18,0,0.105882353,0.105882353,0.105882353
218199,IronSource,nk_a16_is_01,US,1.7,2,26.31578947,0.85,0.02,0.02,0.02,0,0.011764706,0.011764706,0.011764706
220469,IronSource,nk_a16_is_01,US,1.7,2,15.625,0.85,0.16,0.27,0.27,0,0.094117647,0.158823529,0.158823529
246721,IronSource,nk_a16_is_01,US,1.7,2,4.597701149,0.85,0.05,0.05,0.05,0,0.029411765,0.029411765,0.029411765
87757,IronSource,nk_a16_is_01,US,1.7,2,9.615384615,0.85,0.09,0.29,0.41,0,0.052941176,0.170588235,0.241176471
261885,IronSource,nk_a16_is_01,US,1.7,2,25.3164557,0.85,0.05,0.18,0.22,0,0.029411765,0.105882353,0.129411765
37195,IronSource,nk_a16_is_01,US,1.7,2,24.09638554,0.85,0.37,0.38,0.38,0,0.217647059,0.223529412,0.223529412
228307,IronSource,nk_a16_is_01,US,1.7,2,26.66666667,0.85,3.66,3.69,7.29,6.986,2.152941176,2.170588235,4.288235294
259947,IronSource,nk_a16_is_01,US,1.7,2,27.39726027,0.85,0.13,0.32,0.34,0,0.076470588,0.188235294,0.2
278483,IronSource,nk_a16_is_01,US,1.7,2,26.31578947,0.85,0.29,0.45,0.45,0,0.170588235,0.264705882,0.264705882
214131,IronSource,nk_a16_is_01,US,1.7,2,24.09638554,0.85,0.06,0.06,0.06,0,0.035294118,0.035294118,0.035294118
268265,IronSource,nk_a16_is_01,US,1.7,2,11.23595506,0.85,0.11,0.11,0.12,0,0.064705882,0.064705882,0.070588235
217189,IronSource,nk_a16_is_01,US,1.7,2,1.930501931,0.85,0.14,0.21,0.25,0,0.082352941,0.123529412,0.147058824
128835,IronSource,nk_a16_is_01,US,1.7,2,6.944444444,0.85,0.05,0.07,0.07,0,0.029411765,0.041176471,0.041176471
82863,IronSource,nk_a16_is_01,US,1.7,2,22.72727273,0.85,0.06,0.06,0.12,0,0.035294118,0.035294118,0.070588235
127121,IronSource,nk_a16_is_01,US,1.7,2,27.39726027,0.85,0.03,0.03,0.03,0,0.017647059,0.017647059,0.017647059
241309,IronSource,nk_a16_is_01,US,1.7,2,5.025125628,0.85,0.12,0.31,0.31,0,0.070588235,0.182352941,0.182352941
242615,IronSource,nk_a16_is_01,US,1.7,2,33.33333333,0.85,0.15,0.19,0.48,0,0.088235294,0.111764706,0.282352941
206325,IronSource,nk_a16_is_01,US,1.7,2,6.309148265,0.85,3.55,3.56,3.58,3.493,2.088235294,2.094117647,2.105882353
272261,IronSource,nk_a16_is_01,US,1.7,2,13.88888889,0.85,0.06,0.06,0.06,0,0.035294118,0.035294118,0.035294118
260247,IronSource,nk_a16_is_01,US,1.7,2,52.63157895,0.85,0.12,0.32,0.32,0,0.070588235,0.188235294,0.188235294
255071,IronSource,nk_a16_is_01,US,1.7,2,19.41747573,0.85,0.19,0.19,0.19,0,0.111764706,0.111764706,0.111764706
224291,IronSource,nk_a16_is_01,US,1.7,2,34.48275862,0.85,0.03,0.05,0.05,0,0.017647059,0.029411765,0.029411765
251755,IronSource,nk_a16_is_01,US,1.7,2,95.23809524,0.85,0.04,0.09,0.15,0,0.023529412,0.052941176,0.088235294
138513,IronSource,nk_a16_is_01,US,1.7,2,9.523809524,0.85,0.11,0.11,0.22,0,0.064705882,0.064705882,0.129411765
125155,IronSource,nk_a16_is_01,US,1.7,2,2.162162162,0.85,0.1,0.1,0.1,0,0.058823529,0.058823529,0.058823529
142989,IronSource,nk_a16_is_01,US,1.7,2,33.33333333,0.85,0.03,0.03,0.07,0,0.017647059,0.017647059,0.041176471
258771,IronSource,nk_a16_is_01,US,1.7,2,4.201680672,0.85,0.07,0.07,0.07,0,0.041176471,0.041176471,0.041176471
198555,IronSource,nk_a16_is_01,US,1.7,2,14.38848921,0.85,0.23,0.25,0.25,0,0.135294118,0.147058824,0.147058824
82825,IronSource,nk_a16_is_01,US,1.7,2,153.8461538,0.85,0.57,1.78,2.09,0,0.335294118,1.047058824,1.229411765
281853,IronSource,nk_a16_is_01,US,1.7,2,28.98550725,0.85,0.23,0.25,0.61,0,0.135294118,0.147058824,0.358823529
214949,IronSource,nk_a16_is_01,US,1.7,2,4.77326969,0.85,0.31,0.61,0.71,0,0.182352941,0.358823529,0.417647059
283069,IronSource,nk_a16_is_01,US,1.7,2,7.722007722,0.85,0.07,0.07,0.07,0,0.041176471,0.041176471,0.041176471
107793,IronSource,nk_a16_is_01,US,1.7,2,29.41176471,0.85,0.09,0.09,0.09,0,0.052941176,0.052941176,0.052941176
152053,IronSource,nk_a16_is_01,US,1.7,2,31.74603175,0.85,0.03,0.09,0.09,0,0.017647059,0.052941176,0.052941176
176627,IronSource,nk_a16_is_01,US,1.7,2,3.361344538,0.85,0.04,0.04,0.04,0,0.023529412,0.023529412,0.023529412
270027,IronSource,nk_a16_is_01,US,1.7,2,62.5,0.85,0.08,0.14,0.14,0,0.047058824,0.082352941,0.082352941
63443,IronSource,nk_a16_is_01,US,1.7,2,20,0.85,0.14,0.15,0.15,0,0.082352941,0.088235294,0.088235294
278323,IronSource,nk_a16_is_01,US,1.7,2,4.926108374,0.85,0.08,0.08,0.08,0,0.047058824,0.047058824,0.047058824
64775,IronSource,nk_a16_is_01,US,1.7,2,4.975124378,0.85,0.12,0.22,0.22,0,0.070588235,0.129411765,0.129411765
282729,IronSource,nk_a16_is_01,US,1.7,2,16.2601626,0.85,0.13,0.22,0.22,0,0.076470588,0.129411765,0.129411765
218679,IronSource,nk_a16_is_01,US,1.7,2,54.05405405,0.85,0.09,0.1,0.1,0,0.052941176,0.058823529,0.058823529
183347,IronSource,nk_a16_is_01,US,1.7,2,16.80672269,0.85,3.54,3.59,3.62,3.493,2.082352941,2.111764706,2.129411765
282629,IronSource,nk_a16_is_01,US,1.7,2,6.756756757,0.85,3.52,3.54,3.54,3.493,2.070588235,2.082352941,2.082352941
185161,IronSource,nk_a16_is_01,US,1.7,2,9.900990099,0.85,0.23,0.36,0.51,0,0.135294118,0.211764706,0.3
80881,IronSource,nk_a16_is_01,US,1.7,2,10.92896175,0.85,0.03,0.03,0.03,0,0.017647059,0.017647059,0.017647059
162075,IronSource,nk_a16_is_01,US,1.7,2,6.51465798,0.85,0.15,0.4,0.4,0,0.088235294,0.235294118,0.235294118
148239,IronSource,nk_a16_is_01,US,1.7,2,7.575757576,0.85,0.33,0.34,0.36,0,0.194117647,0.2,0.211764706
69055,IronSource,nk_a16_is_01,US,1.7,2,20.2020202,0.85,7.04,7.07,7.12,6.986,4.141176471,4.158823529,4.188235294
182719,IronSource,nk_a16_is_01,US,1.7,2,6.644518272,0.85,0.16,0.19,0.2,0,0.094117647,0.111764706,0.117647059
176183,IronSource,nk_a16_is_01,US,1.7,2,8.968609865,0.85,0.04,0.04,0.04,0,0.023529412,0.023529412,0.023529412
113827,IronSource,nk_a16_is_01,US,1.7,2,24.09638554,0.85,0.23,0.31,0.36,0,0.135294118,0.182352941,0.211764706
268885,IronSource,nk_a16_is_01,US,1.7,2,2.047082907,0.85,0.15,0.18,0.22,0,0.088235294,0.105882353,0.129411765
147163,IronSource,nk_a16_is_01,US,1.7,2,20,0.85,0.06,0.34,0.91,0,0.035294118,0.2,0.535294118
266705,IronSource,nk_a16_is_01,US,1.7,2,9.950248756,0.85,0.22,0.25,0.3,0,0.129411765,0.147058824,0.176470588
258085,IronSource,nk_a16_is_01,US,1.7,2,8.658008658,0.85,0.04,0.04,0.08,0,0.023529412,0.023529412,0.047058824
204813,IronSource,nk_a16_is_01,US,1.65,2,22.47191011,0.825,0.07,0.09,0.13,0,0.042424242,0.054545455,0.078787879
270275,IronSource,nk_a16_is_01,US,1.65,2,20.40816327,0.825,0.04,0.04,0.04,0,0.024242424,0.024242424,0.024242424
151751,IronSource,nk_a16_is_01,US,1.65,2,2.793296089,0.825,0.03,0.08,0.12,4.851,0.018181818,0.048484848,0.072727273
183501,IronSource,nk_a16_is_01,US,1.65,2,10.81081081,0.825,0.02,0.02,0.02,0,0.012121212,0.012121212,0.012121212
205933,IronSource,nk_a16_is_01,US,1.65,2,9.852216749,0.825,0.11,0.38,0.47,0,0.066666667,0.23030303,0.284848485
271545,IronSource,nk_a16_is_01,US,1.65,2,35.0877193,0.825,0.06,0.52,1.48,3.493,0.036363636,0.315151515,0.896969697
163971,IronSource,nk_a16_is_01,US,1.65,2,9.56937799,0.825,0.08,0.11,0.16,0,0.048484848,0.066666667,0.096969697
218489,IronSource,nk_a16_is_01,US,1.6,2,15.625,0.8,0.06,0.06,0.06,0,0.0375,0.0375,0.0375
177377,IronSource,nk_a16_is_01,US,1.6,2,6.289308176,0.8,0.03,0.08,0.09,0,0.01875,0.05,0.05625
241681,IronSource,nk_a16_is_01,US,1.6,2,5.617977528,0.8,0.04,0.11,0.11,0,0.025,0.06875,0.06875
82801,IronSource,nk_a16_is_01,US,1.6,2,23.25581395,0.8,0.04,0.09,0.14,0,0.025,0.05625,0.0875
230369,IronSource,nk_a16_is_01,US,1.6,2,12.90322581,0.8,0.14,0.32,0.32,0,0.0875,0.2,0.2
146345,IronSource,nk_a16_is_01,US,1.6,2,4.385964912,0.8,3.76,3.82,3.89,3.493,2.35,2.3875,2.43125
175839,IronSource,nk_a16_is_01,US,1.6,2,3.048780488,0.8,0.03,0.03,0.04,0,0.01875,0.01875,0.025
145295,IronSource,nk_a16_is_01,US,1.6,2,10.75268817,0.8,0.07,0.25,0.33,0,0.04375,0.15625,0.20625
211011,IronSource,nk_a16_is_01,US,1.6,2,13.79310345,0.8,0.13,0.48,0.9,0,0.08125,0.3,0.5625
227055,IronSource,nk_a16_is_01,US,1.6,2,4.184100418,0.8,0.04,0.04,0.04,0,0.025,0.025,0.025
131057,IronSource,nk_a16_is_01,US,1.6,2,4.494382022,0.8,0.18,0.3,0.35,0,0.1125,0.1875,0.21875
226843,IronSource,nk_a16_is_01,US,1.6,2,30.76923077,0.8,0.08,0.08,0.08,0,0.05,0.05,0.05
266449,IronSource,nk_a16_is_01,US,1.6,2,10,0.8,0.03,0.03,0.03,0,0.01875,0.01875,0.01875
